Date,Time,DateTime,Temp,TempF,TempC,Dew Point,Humidity,HumidityP,Wind,Wind Speed,Wind Gust,Pressure,Precipitation,Condition,Confirmed Cases,Cases Increase
12/31/19,12:00 AM,12/31/19 00:00,43 F,43,6,36 F,76 %,76,NNE,9 mph,0 mph,30.44 in,0.0 in,Fog,0,0.00
12/31/19,1:00 AM,12/31/19 01:00,43 F,43,6,36 F,76 %,76,NNE,9 mph,0 mph,30.47 in,0.0 in,Fog,0,0.00
12/31/19,2:00 AM,12/31/19 02:00,41 F,41,5,34 F,76 %,76,NNE,11 mph,0 mph,30.47 in,0.0 in,Fog,0,0.00
12/31/19,3:00 AM,12/31/19 03:00,39 F,39,4,34 F,81 %,81,NNE,9 mph,0 mph,30.47 in,0.0 in,Fog,0,0.00
12/31/19,4:00 AM,12/31/19 04:00,39 F,39,4,30 F,70 %,70,NNE,9 mph,0 mph,30.50 in,0.0 in,Fog,0,0.00
12/31/19,5:00 AM,12/31/19 05:00,37 F,37,3,27 F,65 %,65,NNE,9 mph,0 mph,30.50 in,0.0 in,Fog,0,0.00
12/31/19,6:00 AM,12/31/19 06:00,36 F,36,2,23 F,60 %,60,NNE,9 mph,0 mph,30.53 in,0.0 in,Cloudy,0,0.00
12/31/19,7:00 AM,12/31/19 07:00,34 F,34,1,19 F,56 %,56,N,9 mph,0 mph,30.53 in,0.0 in,Cloudy,0,0.00
12/31/19,8:00 AM,12/31/19 08:00,34 F,34,1,19 F,56 %,56,NNE,9 mph,0 mph,30.55 in,0.0 in,Mostly Cloudy,0,0.00
12/31/19,9:00 AM,12/31/19 09:00,34 F,34,1,18 F,52 %,52,NNE,9 mph,0 mph,30.55 in,0.0 in,Mostly Cloudy,0,0.00
12/31/19,10:00 AM,12/31/19 10:00,34 F,34,1,18 F,52 %,52,NNE,9 mph,0 mph,30.58 in,0.0 in,Fair,0,0.00
12/31/19,11:00 AM,12/31/19 11:00,36 F,36,2,19 F,52 %,52,NNE,7 mph,0 mph,30.55 in,0.0 in,Partly Cloudy,0,0.00
12/31/19,12:00 PM,12/31/19 12:00,39 F,39,4,21 F,49 %,49,NE,7 mph,0 mph,30.50 in,0.0 in,Partly Cloudy,0,0.00
12/31/19,1:00 PM,12/31/19 13:00,41 F,41,5,21 F,45 %,45,NE,4 mph,0 mph,30.47 in,0.0 in,Partly Cloudy,0,0.00
12/31/19,2:00 PM,12/31/19 14:00,41 F,41,5,23 F,49 %,49,ENE,4 mph,0 mph,30.44 in,0.0 in,Partly Cloudy,0,0.00
12/31/19,3:00 PM,12/31/19 15:00,43 F,43,6,25 F,49 %,49,WNW,7 mph,0 mph,30.41 in,0.0 in,Haze,0,0.00
12/31/19,4:00 PM,12/31/19 16:00,43 F,43,6,25 F,49 %,49,NW,7 mph,0 mph,30.41 in,0.0 in,Fair,0,0.00
12/31/19,5:00 PM,12/31/19 17:00,41 F,41,5,27 F,57 %,57,N,7 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,6:00 PM,12/31/19 18:00,39 F,39,4,25 F,56 %,56,NNE,4 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,7:00 PM,12/31/19 19:00,37 F,37,3,27 F,65 %,65,NE,9 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,8:00 PM,12/31/19 20:00,39 F,39,4,25 F,56 %,56,NE,7 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,9:00 PM,12/31/19 21:00,37 F,37,3,21 F,52 %,52,ENE,7 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,10:00 PM,12/31/19 22:00,39 F,39,4,23 F,52 %,52,SE,4 mph,0 mph,30.38 in,0.0 in,Fair,0,0.00
12/31/19,11:00 PM,12/31/19 23:00,39 F,39,4,21 F,49 %,49,ENE,7 mph,0 mph,30.35 in,0.0 in,Fair,0,0.00
1/1/20,12:00 AM,01/01/20 00:00,37 F,37,3,23 F,56 %,56,N,2 mph,0 mph,30.35 in,0.0 in,Fair,0,0.00
1/1/20,1:00 AM,01/01/20 01:00,37 F,37,3,25 F,60 %,60,ENE,4 mph,0 mph,30.32 in,0.0 in,Fair,0,0.00
1/1/20,2:00 AM,01/01/20 02:00,37 F,37,3,23 F,56 %,56,NE,4 mph,0 mph,30.32 in,0.0 in,Fair,0,0.00
1/1/20,3:00 AM,01/01/20 03:00,37 F,37,3,23 F,56 %,56,NNE,4 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
1/1/20,4:00 AM,01/01/20 04:00,37 F,37,3,25 F,60 %,60,ENE,7 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
1/1/20,5:00 AM,01/01/20 05:00,37 F,37,3,25 F,60 %,60,ENE,4 mph,0 mph,30.29 in,0.0 in,Cloudy,0,0.00
1/1/20,6:00 AM,01/01/20 06:00,39 F,39,4,27 F,61 %,61,ESE,9 mph,0 mph,30.29 in,0.0 in,Cloudy,0,0.00
1/1/20,7:00 AM,01/01/20 07:00,39 F,39,4,28 F,65 %,65,ESE,7 mph,0 mph,30.29 in,0.0 in,Cloudy,0,0.00
1/1/20,8:00 AM,01/01/20 08:00,41 F,41,5,28 F,61 %,61,E,7 mph,0 mph,30.29 in,0.0 in,Cloudy,0,0.00
1/1/20,9:00 AM,01/01/20 09:00,41 F,41,5,28 F,61 %,61,ESE,4 mph,0 mph,30.29 in,0.0 in,Cloudy,0,0.00
1/1/20,10:00 AM,01/01/20 10:00,41 F,41,5,30 F,65 %,65,E,9 mph,0 mph,30.32 in,0.0 in,Light Rain,0,0.00
1/1/20,11:00 AM,01/01/20 11:00,41 F,41,5,30 F,65 %,65,ESE,7 mph,0 mph,30.29 in,0.0 in,Fair,0,0.00
1/1/20,12:00 PM,01/01/20 12:00,43 F,43,6,32 F,66 %,66,E,4 mph,0 mph,30.26 in,0.0 in,Fair,0,0.00
1/1/20,1:00 PM,01/01/20 13:00,43 F,43,6,32 F,66 %,66,ENE,7 mph,0 mph,30.20 in,0.0 in,Fair,0,0.00
1/1/20,2:00 PM,01/01/20 14:00,43 F,43,6,34 F,70 %,70,ENE,7 mph,0 mph,30.17 in,0.0 in,Mostly Cloudy,0,0.00
1/1/20,3:00 PM,01/01/20 15:00,43 F,43,6,32 F,66 %,66,ENE,4 mph,0 mph,30.17 in,0.0 in,Light Rain,0,0.00
1/1/20,4:00 PM,01/01/20 16:00,43 F,43,6,32 F,66 %,66,NE,7 mph,0 mph,30.17 in,0.0 in,Fair,0,0.00
1/1/20,5:00 PM,01/01/20 17:00,43 F,43,6,34 F,70 %,70,N,4 mph,0 mph,30.20 in,0.0 in,Partly Cloudy,0,0.00
1/1/20,6:00 PM,01/01/20 18:00,41 F,41,5,34 F,76 %,76,NNE,4 mph,0 mph,30.20 in,0.0 in,Fair,0,0.00
1/1/20,7:00 PM,01/01/20 19:00,41 F,41,5,36 F,81 %,81,NE,4 mph,0 mph,30.20 in,0.0 in,Cloudy,0,0.00
1/1/20,8:00 PM,01/01/20 20:00,41 F,41,5,36 F,81 %,81,NNE,4 mph,0 mph,30.20 in,0.0 in,Cloudy,0,0.00
1/1/20,9:00 PM,01/01/20 21:00,41 F,41,5,36 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/1/20,10:00 PM,01/01/20 22:00,41 F,41,5,36 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/1/20,11:00 PM,01/01/20 23:00,41 F,41,5,37 F,87 %,87,VAR,2 mph,0 mph,30.23 in,0.0 in,Light Rain,0,0.00
1/2/20,12:00 AM,01/02/20 00:00,41 F,41,5,37 F,87 %,87,N,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,1:00 AM,01/02/20 01:00,41 F,41,5,37 F,87 %,87,NW,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,2:00 AM,01/02/20 02:00,39 F,39,4,34 F,81 %,81,N,7 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/2/20,3:00 AM,01/02/20 03:00,39 F,39,4,34 F,81 %,81,NNW,4 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/2/20,4:00 AM,01/02/20 04:00,39 F,39,4,34 F,81 %,81,N,4 mph,0 mph,30.20 in,0.0 in,Cloudy,0,0.00
1/2/20,5:00 AM,01/02/20 05:00,39 F,39,4,34 F,81 %,81,N,4 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/2/20,6:00 AM,01/02/20 06:00,39 F,39,4,34 F,81 %,81,N,4 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/2/20,7:00 AM,01/02/20 07:00,39 F,39,4,34 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Cloudy,0,0.00
1/2/20,8:00 AM,01/02/20 08:00,39 F,39,4,34 F,81 %,81,NNE,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,9:00 AM,01/02/20 09:00,39 F,39,4,36 F,87 %,87,NNE,4 mph,0 mph,30.29 in,0.0 in,Light Rain,0,0.00
1/2/20,10:00 AM,01/02/20 10:00,41 F,41,5,36 F,81 %,81,NNE,4 mph,0 mph,30.32 in,0.0 in,Light Rain,0,0.00
1/2/20,11:00 AM,01/02/20 11:00,41 F,41,5,36 F,81 %,81,N,4 mph,0 mph,30.29 in,0.0 in,Fog,0,0.00
1/2/20,12:00 PM,01/02/20 12:00,41 F,41,5,36 F,81 %,81,NW,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,1:00 PM,01/02/20 13:00,41 F,41,5,36 F,81 %,81,N,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,2:00 PM,01/02/20 14:00,43 F,43,6,37 F,81 %,81,N,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,3:00 PM,01/02/20 15:00,43 F,43,6,37 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Light Rain,0,0.00
1/2/20,4:00 PM,01/02/20 16:00,43 F,43,6,37 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,5:00 PM,01/02/20 17:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,6:00 PM,01/02/20 18:00,43 F,43,6,39 F,87 %,87,CALM,0 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,7:00 PM,01/02/20 19:00,43 F,43,6,39 F,87 %,87,W,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/2/20,8:00 PM,01/02/20 20:00,43 F,43,6,39 F,87 %,87,W,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,9:00 PM,01/02/20 21:00,43 F,43,6,39 F,87 %,87,WNW,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,10:00 PM,01/02/20 22:00,43 F,43,6,39 F,87 %,87,CALM,0 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/2/20,11:00 PM,01/02/20 23:00,43 F,43,6,37 F,81 %,81,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,12:00 AM,01/03/20 00:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,1:00 AM,01/03/20 01:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,2:00 AM,01/03/20 02:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,3:00 AM,01/03/20 03:00,43 F,43,6,37 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,4:00 AM,01/03/20 04:00,43 F,43,6,39 F,87 %,87,NW,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,5:00 AM,01/03/20 05:00,41 F,41,5,39 F,93 %,93,N,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,6:00 AM,01/03/20 06:00,41 F,41,5,39 F,93 %,93,NNW,4 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,7:00 AM,01/03/20 07:00,41 F,41,5,39 F,93 %,93,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,8:00 AM,01/03/20 08:00,43 F,43,6,39 F,87 %,87,NNE,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,10:00 AM,01/03/20 10:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,11:00 AM,01/03/20 11:00,45 F,45,7,39 F,81 %,81,N,4 mph,0 mph,30.26 in,0.0 in,Fog,0,0.00
1/3/20,12:00 PM,01/03/20 12:00,45 F,45,7,39 F,81 %,81,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,1:00 PM,01/03/20 13:00,43 F,43,6,39 F,87 %,87,NW,4 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,2:00 PM,01/03/20 14:00,43 F,43,6,39 F,87 %,87,VAR,2 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,3:00 PM,01/03/20 15:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,4:00 PM,01/03/20 16:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,5:00 PM,01/03/20 17:00,43 F,43,6,39 F,87 %,87,NW,4 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,6:00 PM,01/03/20 18:00,43 F,43,6,41 F,93 %,93,N,4 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,7:00 PM,01/03/20 19:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Light Rain,0,0.00
1/3/20,8:00 PM,01/03/20 20:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.23 in,0.0 in,Light Rain,0,0.00
1/3/20,9:00 PM,01/03/20 21:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.23 in,0.0 in,Light Rain,0,0.00
1/3/20,10:00 PM,01/03/20 22:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/3/20,11:00 PM,01/03/20 23:00,43 F,43,6,41 F,93 %,93,W,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/4/20,2:00 AM,01/04/20 02:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,1:00 AM,01/04/20 01:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,2:00 AM,01/04/20 02:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,3:00 AM,01/04/20 03:00,43 F,43,6,41 F,93 %,93,WSW,2 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
1/4/20,4:00 AM,01/04/20 04:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
1/4/20,5:00 AM,01/04/20 05:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
1/4/20,6:00 AM,01/04/20 06:00,43 F,43,6,41 F,93 %,93,VAR,2 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
1/4/20,7:00 AM,01/04/20 07:00,43 F,43,6,41 F,93 %,93,CALM,0 mph,0 mph,30.17 in,0.0 in,Light Rain,0,0.00
1/4/20,8:00 AM,01/04/20 08:00,43 F,43,6,41 F,93 %,93,CALM,0 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,9:00 AM,01/04/20 09:00,45 F,45,7,41 F,87 %,87,E,4 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,10:00 AM,01/04/20 10:00,45 F,45,7,41 F,87 %,87,VAR,2 mph,0 mph,30.23 in,0.0 in,Fog,0,0.00
1/4/20,11:00 AM,01/04/20 11:00,45 F,45,7,43 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,12:00 PM,01/04/20 12:00,45 F,45,7,43 F,93 %,93,VAR,2 mph,0 mph,30.20 in,0.0 in,Fog,0,0.00
1/4/20,1:00 PM,01/04/20 13:00,46 F,46,8,43 F,87 %,87,VAR,2 mph,0 mph,30.17 in,0.0 in,Fog,0,0.00
1/4/20,2:00 PM,01/04/20 14:00,46 F,46,8,43 F,87 %,87,VAR,2 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
1/4/20,3:00 PM,01/04/20 15:00,46 F,46,8,43 F,87 %,87,E,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
1/4/20,4:00 PM,01/04/20 16:00,46 F,46,8,43 F,87 %,87,ENE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
1/4/20,5:00 PM,01/04/20 17:00,46 F,46,8,43 F,87 %,87,ESE,4 mph,0 mph,30.11 in,0.0 in,Light Rain,0,0.00
1/4/20,6:00 PM,01/04/20 18:00,46 F,46,8,43 F,87 %,87,ESE,4 mph,0 mph,30.11 in,0.0 in,Light Rain,0,0.00
1/4/20,7:00 PM,01/04/20 19:00,46 F,46,8,43 F,87 %,87,ENE,4 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
1/4/20,8:00 PM,01/04/20 20:00,46 F,46,8,43 F,87 %,87,VAR,2 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
1/4/20,9:00 PM,01/04/20 21:00,46 F,46,8,45 F,93 %,93,VAR,2 mph,0 mph,30.14 in,0.0 in,Fog,0,0.00
1/4/20,10:00 PM,01/04/20 22:00,46 F,46,8,45 F,93 %,93,ENE,4 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
1/4/20,11:00 PM,01/04/20 23:00,46 F,46,8,45 F,93 %,93,E,7 mph,0 mph,30.11 in,0.0 in,Fog,0,0.00
1/5/20,12:00 AM,01/05/20 00:00,46 F,46,8,45 F,93 %,93,ENE,7 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
1/5/20,1:00 AM,01/05/20 01:00,46 F,46,8,45 F,93 %,93,ENE,4 mph,0 mph,30.08 in,0.0 in,Fog,0,0.00
1/5/20,2:00 AM,01/05/20 02:00,46 F,46,8,45 F,93 %,93,ENE,7 mph,0 mph,30.05 in,0.0 in,Fog,0,0.00
1/5/20,3:00 AM,01/05/20 03:00,46 F,46,8,45 F,93 %,93,NE,4 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
1/5/20,4:00 AM,01/05/20 04:00,46 F,46,8,45 F,93 %,93,NE,4 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/5/20,5:00 AM,01/05/20 05:00,46 F,46,8,45 F,93 %,93,ENE,7 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/5/20,6:00 AM,01/05/20 06:00,46 F,46,8,46 F,100 %,10,E,7 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/5/20,7:00 AM,01/05/20 07:00,46 F,46,8,46 F,100 %,10,E,9 mph,0 mph,30.00 in,0.0 in,Fog,0,0.00
1/5/20,8:00 AM,01/05/20 08:00,46 F,46,8,46 F,100 %,10,E,7 mph,0 mph,30.03 in,0.0 in,Fog,0,0.00
1/5/20,9:00 AM,01/05/20 09:00,46 F,46,8,46 F,100 %,10,NE,7 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/5/20,10:00 AM,01/05/20 10:00,46 F,46,8,46 F,100 %,10,NNE,4 mph,0 mph,30.05 in,0.0 in,Light Rain,0,0.00
1/5/20,11:00 AM,01/05/20 11:00,48 F,48,9,46 F,93 %,93,NE,4 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/5/20,12:00 PM,01/05/20 12:00,48 F,48,9,48 F,100 %,10,VAR,2 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/5/20,1:00 PM,01/05/20 13:00,48 F,48,9,48 F,100 %,10,VAR,2 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/5/20,2:00 PM,01/05/20 14:00,48 F,48,9,48 F,100 %,10,CALM,0 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
1/5/20,3:00 PM,01/05/20 15:00,50 F,50,10,48 F,94 %,94,VAR,2 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/5/20,4:00 PM,01/05/20 16:00,50 F,50,10,48 F,94 %,94,ENE,4 mph,0 mph,29.94 in,0.0 in,Fog,0,0.00
1/5/20,5:00 PM,01/05/20 17:00,50 F,50,10,48 F,94 %,94,ENE,7 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/5/20,6:00 PM,01/05/20 18:00,48 F,48,9,48 F,100 %,10,NNE,4 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/5/20,7:00 PM,01/05/20 19:00,48 F,48,9,48 F,100 %,10,N,4 mph,0 mph,29.97 in,0.0 in,Fog,0,0.00
1/5/20,8:00 PM,01/05/20 20:00,48 F,48,9,48 F,100 %,10,N,4 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/5/20,9:00 PM,01/05/20 21:00,48 F,48,9,48 F,100 %,10,VAR,2 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/5/20,10:00 PM,01/05/20 22:00,48 F,48,9,48 F,100 %,10,NNE,2 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/5/20,11:00 PM,01/05/20 23:00,48 F,48,9,46 F,93 %,93,VAR,2 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/6/20,12:00 AM,01/06/20 00:00,46 F,46,8,46 F,100 %,10,NE,7 mph,0 mph,30.03 in,0.0 in,Cloudy,0,0.00
1/6/20,1:00 AM,01/06/20 01:00,46 F,46,8,45 F,93 %,93,NE,9 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/6/20,2:00 AM,01/06/20 02:00,46 F,46,8,45 F,93 %,93,N,7 mph,0 mph,30.03 in,0.0 in,Cloudy,0,0.00
1/6/20,3:00 AM,01/06/20 03:00,46 F,46,8,45 F,93 %,93,NNE,4 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/6/20,4:00 AM,01/06/20 04:00,45 F,45,7,45 F,100 %,10,NNE,9 mph,0 mph,30.00 in,0.0 in,Rain,0,0.00
1/6/20,5:00 AM,01/06/20 05:00,45 F,45,7,43 F,93 %,93,NNE,7 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/6/20,6:00 AM,01/06/20 06:00,43 F,43,6,43 F,100 %,10,NNE,7 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/6/20,7:00 AM,01/06/20 07:00,43 F,43,6,41 F,93 %,93,NNE,7 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/6/20,8:00 AM,01/06/20 08:00,43 F,43,6,41 F,93 %,93,NE,11 mph,0 mph,30.00 in,0.0 in,Cloudy,0,0.00
1/6/20,9:00 AM,01/06/20 09:00,43 F,43,6,41 F,93 %,93,NNE,4 mph,0 mph,30.03 in,0.0 in,Rain,0,0.00
1/6/20,10:00 AM,01/06/20 10:00,43 F,43,6,41 F,93 %,93,NE,7 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/6/20,11:00 AM,01/06/20 11:00,43 F,43,6,41 F,93 %,93,N,4 mph,0 mph,30.05 in,0.0 in,Rain,0,0.00
1/6/20,12:00 PM,01/06/20 12:00,43 F,43,6,41 F,93 %,93,NW,4 mph,0 mph,30.03 in,0.0 in,Rain,0,0.00
1/6/20,1:00 PM,01/06/20 13:00,41 F,41,5,41 F,100 %,10,VAR,2 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/6/20,2:00 PM,01/06/20 14:00,41 F,41,5,39 F,93 %,93,NNE,7 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/6/20,3:00 PM,01/06/20 15:00,41 F,41,5,39 F,93 %,93,NE,11 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/6/20,4:00 PM,01/06/20 16:00,41 F,41,5,39 F,93 %,93,NNE,9 mph,0 mph,29.91 in,0.0 in,Light Rain,0,0.00
1/6/20,5:00 PM,01/06/20 17:00,41 F,41,5,39 F,93 %,93,N,7 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/6/20,6:00 PM,01/06/20 18:00,41 F,41,5,37 F,87 %,87,NNE,4 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,0,0.00
1/6/20,7:00 PM,01/06/20 19:00,41 F,41,5,37 F,87 %,87,NNE,7 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,0,0.00
1/6/20,8:00 PM,01/06/20 20:00,39 F,39,4,37 F,93 %,93,N,4 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
1/6/20,9:00 PM,01/06/20 21:00,39 F,39,4,37 F,93 %,93,N,9 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
1/6/20,10:00 PM,01/06/20 22:00,39 F,39,4,39 F,100 %,10,NNE,7 mph,0 mph,29.97 in,0.0 in,Cloudy,0,0.00
1/6/20,11:00 PM,01/06/20 23:00,39 F,39,4,37 F,93 %,93,NE,13 mph,0 mph,29.94 in,0.0 in,Partly Cloudy,0,0.00
1/7/20,12:00 AM,01/07/20 00:00,39 F,39,4,37 F,93 %,93,NE,9 mph,0 mph,29.91 in,0.0 in,Cloudy,0,0.00
1/7/20,1:00 AM,01/07/20 01:00,39 F,39,4,37 F,93 %,93,NW,7 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/7/20,2:00 AM,01/07/20 02:00,39 F,39,4,37 F,93 %,93,NNW,9 mph,0 mph,29.94 in,0.0 in,Rain,0,0.00
1/7/20,3:00 AM,01/07/20 03:00,37 F,37,3,37 F,100 %,10,VAR,2 mph,0 mph,29.91 in,0.0 in,T-Storm,0,0.00
1/7/20,4:00 AM,01/07/20 04:00,37 F,37,3,37 F,100 %,10,NW,4 mph,0 mph,29.94 in,0.0 in,Light Rain,0,0.00
1/7/20,5:00 AM,01/07/20 05:00,37 F,37,3,37 F,100 %,10,NNW,7 mph,0 mph,29.94 in,0.0 in,Cloudy,0,0.00
1/7/20,6:00 AM,01/07/20 06:00,37 F,37,3,36 F,93 %,93,NNW,7 mph,0 mph,29.97 in,0.0 in,Light Rain,0,0.00
1/7/20,7:00 AM,01/07/20 07:00,37 F,37,3,36 F,93 %,93,NW,9 mph,0 mph,30.00 in,0.0 in,Light Rain,0,0.00
1/7/20,8:00 AM,01/07/20 08:00,37 F,37,3,36 F,93 %,93,NW,9 mph,0 mph,30.03 in,0.0 in,Light Rain,0,0.00
1/7/20,9:00 AM,01/07/20 09:00,37 F,37,3,36 F,93 %,93,NW,9 mph,0 mph,30.08 in,0.0 in,Cloudy,0,0.00
1/7/20,10:00 AM,01/07/20 10:00,39 F,39,4,36 F,87 %,87,NW,7 mph,0 mph,30.08 in,0.0 in,Cloudy,0,0.00
1/7/20,11:00 AM,01/07/20 11:00,39 F,39,4,36 F,87 %,87,NW,7 mph,0 mph,30.11 in,0.0 in,Partly Cloudy,0,0.00
